      Pres    T90(1)    T90(2)    Sal(1)   Cond(1)    Sal(2)   Cond(2)   OxCur        OXYG     Trans      Flur Altimeter      Time       wocecode
    1443.3   3.30830   3.31050  34.86406  32.45964  34.86511  32.46247  2.080600     6.408   -0.9862    0.0109     98.63   5909.71  2222222111111
    1443.2   3.30840   3.31040  34.86404  32.45971  34.86508  32.46235  2.080600     6.408   -0.9862    0.0109     98.63   5909.75  2222222111111
    1443.2   3.30820   3.31010  34.86388  32.45939  34.86518  32.46216  2.080600     6.408   -0.9862    0.0109     98.63   5909.79  2222222111111
    1443.2   3.30830   3.30930  34.86334  32.45901  34.86516  32.46143  2.080600     6.408   -0.9862    0.0109     98.63   5909.83  2222222111111
    1443.2   3.30800   3.30900  34.86381  32.45913  34.86491  32.46094  2.080600     6.408   -0.9862    0.0109     98.63   5909.88  2222222111111
    1443.2   3.30840   3.30910  34.86372  32.45940  34.86432  32.46053  2.080600     6.408   -0.9862    0.0109     98.63   5909.92  2222222111111
    1443.1   3.30830   3.30960  34.86353  32.45914  34.86397  32.46066  2.080600     6.408   -0.9862    0.0109     98.63   5909.96  2222222111111
    1443.1   3.30800   3.31020  34.86340  32.45876  34.86358  32.46086  2.080600     6.408   -0.9862    0.0109     98.63   5910.00  2222222111111
    1443.1   3.30750   3.30990  34.86303  32.45799  34.86440  32.46127  2.080600     6.408   -0.9862    0.0108     98.63   5910.04  2222222111111
    1443.1   3.30720   3.31020  34.86320  32.45786  34.86431  32.46145  2.080600     6.408   -0.9862    0.0108     98.63   5910.08  2222222111111
    1443.0   3.30660   3.30980  34.86345  32.45753  34.86488  32.46156  2.080600     6.408   -0.9862    0.0108     98.63   5910.12  2222222111111
    1443.0   3.30610   3.31010  34.86338  32.45701  34.86480  32.46175  2.080600     6.408   -0.9862    0.0108     98.63   5910.17  2222222111111
    1443.0   3.30610   3.30990  34.86339  32.45702  34.86481  32.46157  2.080600     6.408   -0.9862    0.0107     98.63   5910.21  2222222111111
    1443.0   3.30610   3.30980  34.86348  32.45708  34.86442  32.46115  2.080600     6.408   -0.9862    0.0107     98.63   5910.25  2222222111111
    1442.9   3.30670   3.30970  34.86288  32.45710  34.86433  32.46097  2.080600     6.408   -1.0129    0.0107     98.63   5910.29  2222222111111
    1442.9   3.30710   3.30990  34.86354  32.45799  34.86435  32.46115  2.080600     6.408   -0.9862    0.0106     98.63   5910.33  2222222111111
    1442.9   3.30750   3.31010  34.86329  32.45813  34.86430  32.46128  2.080600     6.408   -0.9862    0.0106     98.63   5910.38  2222222111111
    1442.9   3.30740   3.31010  34.86326  32.45800  34.86453  32.46146  2.081800     6.413   -0.9862    0.0105     98.63   5910.42  2222222111111
    1442.8   3.30760   3.31020  34.86360  32.45845  34.86423  32.46128  2.080600     6.408   -0.9862    0.0105     98.63   5910.46  2222222111111
    1442.8   3.30760   3.31010  34.86361  32.45845  34.86456  32.46146  2.080600     6.408   -1.0129    0.0104     98.63   5910.50  2222222111111
    1442.8   3.30710   3.31010  34.86369  32.45806  34.86437  32.46128  2.080600     6.408   -1.0129    0.0104     98.63   5910.54  2222222111111
    1442.7   3.30700   3.31020  34.86351  32.45781  34.86378  32.46087  2.080600     6.408   -1.0129    0.0103     98.63   5910.58  2222222111111
    1442.7   3.30670   3.31020  34.86376  32.45774  34.86465  32.46158  2.080600     6.408   -1.0129    0.0103     98.63   5910.62  2222222111111
    1442.7   3.30660   3.31040  34.86411  32.45792  34.86432  32.46147  2.080600     6.408   -1.0129    0.0103     98.63   5910.67  2222222111111
    1442.6   3.30720   3.31020  34.86336  32.45781  34.86433  32.46129  2.080600     6.408   -1.0129    0.0103     98.63   5910.71  2222222111111
    1442.6   3.30750   3.31040  34.86345  32.45814  34.86400  32.46117  2.080600     6.408   -1.0129    0.0102     98.63   5910.75  2222222111111
    1442.6   3.30760   3.31020  34.86381  32.45852  34.86437  32.46129  2.080600     6.408   -1.0129    0.0102     98.63   5910.79  2222222111111
    1442.5   3.30760   3.31020  34.86346  32.45821  34.86460  32.46147  2.080600     6.408   -1.0129    0.0103     98.63   5910.83  2222222111111
    1442.5   3.30740   3.31040  34.86345  32.45801  34.86420  32.46130  2.080600     6.408   -1.0129    0.0103     98.63   5910.88  2222222111111
    1442.5   3.30690   3.31020  34.86323  32.45737  34.86428  32.46117  2.080600     6.408   -1.0129    0.0103     98.63   5910.92  2222222111111
    1442.4   3.30630   3.31040  34.86312  32.45673  34.86424  32.46130  2.081800     6.413   -0.9862    0.0103     98.63   5910.96  2222222111111
    1442.4   3.30610   3.31020  34.86304  32.45647  34.86432  32.46117  2.080600     6.408   -0.9862    0.0104     98.63   5911.00  2222222111111
    1442.3   3.30590   3.31070  34.86327  32.45647  34.86382  32.46119  2.080600     6.408   -0.9862    0.0104     98.63   5911.04  2222222111111
    1442.3   3.30600   3.31040  34.86326  32.45653  34.86465  32.46160  2.080600     6.408   -1.0129    0.0104     98.63   5911.08  2222222111111
    1442.3   3.30620   3.31040  34.86353  32.45692  34.86417  32.46118  2.080600     6.408   -0.9862    0.0104     98.63   5911.12  2222222111111
    1442.2   3.30630   3.31040  34.86322  32.45673  34.86433  32.46130  2.080600     6.408   -1.0129    0.0104     98.63   5911.17  2222222111111
    1442.2   3.30640   3.31020  34.86314  32.45674  34.86442  32.46118  2.080600     6.408   -0.9862    0.0105     98.63   5911.21  2222222111111
    1442.2   3.30590   3.31010  34.86330  32.45641  34.86504  32.46159  2.081800     6.413   -0.9862    0.0105     98.63   5911.25  2222222111111
    1442.1   3.30560   3.30980  34.86295  32.45584  34.86451  32.46087  2.080600     6.408   -0.9862    0.0105     98.63   5911.29  2222222111111
    1442.1   3.30560   3.30940  34.86275  32.45565  34.86509  32.46098  2.080600     6.408   -0.9862    0.0105     98.63   5911.33  2222222111111
    1442.0   3.30540   3.30940  34.86298  32.45565  34.86461  32.46056  2.081800     6.413   -0.9862    0.0104     98.63   5911.38  2222222111111
    1442.0   3.30560   3.30900  34.86302  32.45584  34.86483  32.46037  2.080600     6.408   -1.0129    0.0104     98.63   5911.42  2222222111111
    1441.9   3.30560   3.30830  34.86282  32.45565  34.86543  32.46023  2.081800     6.413   -1.0129    0.0104     98.63   5911.46  2222222111111
    1441.9   3.30530   3.30870  34.86307  32.45558  34.86454  32.45983  2.081800     6.413   -1.0129    0.0104     98.63   5911.50  2222222111111
    1441.9   3.30570   3.30900  34.86276  32.45566  34.86369  32.45936  2.081800     6.412   -0.9862    0.0104     98.63   5911.54  2222222111111
    1441.8   3.30540   3.30880  34.86332  32.45584  34.86342  32.45894  2.081800     6.412   -1.0129    0.0104     98.63   5911.58  2222222111111
    1441.8   3.30560   3.30850  34.86321  32.45591  34.86425  32.45935  2.081800     6.412   -0.9862    0.0104     98.63   5911.62  2222222111111
    1441.7   3.30590   3.30770  34.86315  32.45611  34.86495  32.45921  2.081800     6.412   -1.0129    0.0104     98.63   5911.67  2222222111111
    1441.7   3.30600   3.30730  34.86322  32.45624  34.86481  32.45872  2.081800     6.412   -0.9862    0.0104     98.63   5911.71  2222222111111
    1441.6   3.30590   3.30720  34.86335  32.45624  34.86444  32.45830  2.081800     6.412   -1.0129    0.0104     98.63   5911.75  2222222111111
    1441.6   3.30570   3.30740  34.86335  32.45604  34.86369  32.45783  2.081800     6.412   -1.0129    0.0104     98.63   5911.79  2222222111111
    1441.5   3.30580   3.30700  34.86290  32.45573  34.86469  32.45830  2.081800     6.412   -0.9862    0.0104     98.63   5911.83  2222222111111
    1441.5   3.30610   3.30690  34.86299  32.45606  34.86425  32.45782  2.081800     6.412   -0.9862    0.0104     98.63   5911.88  2222222111111
    1441.5   3.30580   3.30690  34.86309  32.45586  34.86413  32.45770  2.081800     6.412   -1.0129    0.0104     98.63   5911.92  2222222111111
    1441.4   3.30560   3.30670  34.86272  32.45535  34.86415  32.45752  2.081800     6.412   -1.0129    0.0104     98.63   5911.96  2222222111111
    1441.4   3.30540   3.30640  34.86371  32.45598  34.86398  32.45710  2.081800     6.412   -0.9862    0.0104     98.63   5912.00  2222222111111
    1441.3   3.30550   3.30670  34.86348  32.45585  34.86349  32.45693  2.081800     6.412   -1.0129    0.0104     98.63   5912.04  2222222111111
    1441.3   3.30530   3.30670  34.86326  32.45547  34.86301  32.45651  2.081800     6.412   -1.0129    0.0104     98.63   5912.08  2222222111111
    1441.2   3.30530   3.30670  34.86268  32.45497  34.86353  32.45693  2.081800     6.412   -1.0129    0.0105     98.63   5912.12  2222222111111
    1441.2   3.30530   3.30670  34.86293  32.45516  34.86413  32.45741  2.081800     6.412   -0.9862    0.0105     98.63   5912.17  2222222111111
    1441.1   3.30490   3.30630  34.86314  32.45496  34.86399  32.45692  2.081800     6.412   -0.9862    0.0106     98.63   5912.21  2222222111111
    1441.1   3.30480   3.30630  34.86304  32.45477  34.86352  32.45650  2.081800     6.412   -0.9862    0.0106     98.63   5912.25  2222222111111
    1441.0   3.30460   3.30590  34.86305  32.45458  34.86410  32.45661  2.081800     6.412   -0.9862    0.0106     98.63   5912.29  2222222111111
    1441.0   3.30460   3.30580  34.86315  32.45464  34.86351  32.45601  2.081800     6.412   -1.0129    0.0106     98.63   5912.33  2222222111111
    1440.9   3.30460   3.30580  34.86310  32.45458  34.86375  32.45619  2.081800     6.412   -0.9862    0.0107     98.63   5912.38  2222222111111
    1440.9   3.30450   3.30580  34.86307  32.45445  34.86321  32.45572  2.081800     6.412   -0.9862    0.0107     98.63   5912.42  2222222111111
    1440.8   3.30420   3.30550  34.86333  32.45438  34.86411  32.45619  2.081800     6.412   -1.0129    0.0107     98.63   5912.46  2222222111111
    1440.8   3.30420   3.30550  34.86313  32.45420  34.86392  32.45601  2.083000     6.417   -0.9862    0.0107     98.63   5912.50  2222222111111
    1440.7   3.30430   3.30560  34.86298  32.45414  34.86335  32.45560  2.081800     6.412   -0.9862    0.0108     98.63   5912.54  2222222111111
    1440.7   3.30430   3.30510  34.86301  32.45414  34.86403  32.45570  2.081800     6.412   -0.9862    0.0108     98.63   5912.58  2222222111111
    1440.7   3.30450   3.30450  34.86283  32.45414  34.86489  32.45587  2.081800     6.412   -0.9862    0.0108     98.63   5912.62  2222222111111
    1440.6   3.30430   3.30430  34.86283  32.45395  34.86383  32.45479  2.081800     6.412   -0.9862    0.0108     98.63   5912.67  2222222111111
    1440.6   3.30420   3.30370  34.86281  32.45382  34.86433  32.45466  2.081800     6.412   -0.9862    0.0108     98.63   5912.71  2222222111111
    1440.5   3.30420   3.30370  34.86306  32.45401  34.86343  32.45388  2.081800     6.412   -0.9862    0.0108     98.63   5912.75  2222222111111
    1440.5   3.30420   3.30370  34.86278  32.45376  34.86332  32.45376  2.081800     6.412   -0.9862    0.0108     98.63   5912.79  2222222111111
    1440.4   3.30400   3.30340  34.86301  32.45376  34.86343  32.45358  2.081800     6.412   -0.9862    0.0108     98.63   5912.83  2222222111111
    1440.4   3.30380   3.30370  34.86257  32.45319  34.86301  32.45347  2.081800     6.412   -0.9862    0.0108     98.63   5912.88  2222222111111
    1440.3   3.30380   3.30370  34.86282  32.45338  34.86318  32.45359  2.081800     6.411   -0.9862    0.0108     98.63   5912.92  2222222111111
    1440.3   3.30350   3.30370  34.86278  32.45306  34.86306  32.45347  2.081800     6.412   -0.9862    0.0108     98.63   5912.96  2222222111111
    1440.2   3.30370   3.30360  34.86267  32.45313  34.86369  32.45389  2.081800     6.411   -0.9862    0.0108     98.63   5913.00  2222222111111
    1440.2   3.30350   3.30340  34.86328  32.45344  34.86342  32.45347  2.083000     6.416   -0.9862    0.0108     98.63   5913.04  2222222111111
    1440.1   3.30350   3.30340  34.86293  32.45312  34.86323  32.45329  2.083000     6.416   -1.0129    0.0108     98.63   5913.08  2222222111111
    1440.1   3.30350   3.30340  34.86250  32.45275  34.86326  32.45329  2.083000     6.416   -0.9862    0.0108     98.63   5913.12  2222222111111
    1440.0   3.30340   3.30320  34.86278  32.45287  34.86334  32.45317  2.083000     6.416   -0.9862    0.0108     98.63   5913.17  2222222111111
    1440.0   3.30340   3.30340  34.86288  32.45294  34.86331  32.45329  2.083000     6.416   -0.9862    0.0107     98.63   5913.21  2222222111111
    1439.9   3.30320   3.30320  34.86266  32.45255  34.86304  32.45287  2.083000     6.416   -0.9862    0.0107     98.63   5913.25  2222222111111
    1439.9   3.30350   3.30320  34.86260  32.45275  34.86356  32.45329  2.083000     6.416   -0.9862    0.0107     98.63   5913.29  2222222111111
    1439.9   3.30340   3.30290  34.86295  32.45294  34.86304  32.45257  2.083000     6.416   -0.9862    0.0107     98.63   5913.33  2222222111111
    1439.8   3.30300   3.30260  34.86294  32.45255  34.86316  32.45238  2.083000     6.416   -0.9862    0.0106     98.63   5913.38  2222222111111
    1439.8   3.30300   3.30290  34.86296  32.45255  34.86309  32.45257  2.083000     6.416   -0.9862    0.0106     98.63   5913.42  2222222111111
    1439.7   3.30320   3.30310  34.86271  32.45250  34.86270  32.45240  2.083000     6.416   -0.9862    0.0106     98.63   5913.46  2222222111111
    1439.7   3.30300   3.30290  34.86294  32.45249  34.86314  32.45257  2.083000     6.416   -1.0129    0.0105     98.63   5913.50  2222222111111
    1439.6   3.30320   3.30290  34.86268  32.45244  34.86295  32.45240  2.083000     6.416   -1.0129    0.0105     98.63   5913.54  2222222111111
    1439.6   3.30290   3.30260  34.86242  32.45193  34.86350  32.45257  2.083000     6.416   -0.9862    0.0104     98.63   5913.58  2222222111111
    1439.5   3.30290   3.30260  34.86244  32.45193  34.86296  32.45209  2.083000     6.416   -1.0129    0.0104     98.63   5913.62  2222222111111
    1439.5   3.30210   3.30240  34.86269  32.45140  34.86340  32.45227  2.083000     6.416   -1.0129    0.0104     98.63   5913.67  2222222111111
    1439.4   3.30190   3.30280  34.86284  32.45134  34.86280  32.45210  2.083000     6.416   -1.0129    0.0104     98.63   5913.71  2222222111111
    1439.4   3.30210   3.30260  34.86281  32.45147  34.86268  32.45180  2.083000     6.416   -1.0129    0.0103     98.63   5913.75  2222222111111
    1439.3   3.30180   3.30260  34.86315  32.45146  34.86292  32.45198  2.083000     6.416   -0.9862    0.0103     98.63   5913.79  2222222111111
    1439.3   3.30190   3.30230  34.86285  32.45128  34.86304  32.45179  2.083000     6.416   -0.9862    0.0103     98.63   5913.83  2222222111111
    1439.2   3.30210   3.30210  34.86274  32.45135  34.86313  32.45167  2.083000     6.416   -1.0129    0.0103     98.63   5913.88  2222222111111
    1439.2   3.30220   3.30230  34.86259  32.45129  34.86273  32.45150  2.083000     6.416   -1.0129    0.0103     98.63   5913.92  2222222111111
    1439.1   3.30210   3.30200  34.86279  32.45135  34.86328  32.45167  2.083000     6.416   -1.0129    0.0103     98.63   5913.96  2222222111111
    1439.1   3.30220   3.30240  34.86264  32.45129  34.86268  32.45150  2.083000     6.416   -0.9862    0.0103     98.63   5914.00  2222222111111
    1439.0   3.30240   3.30240  34.86276  32.45155  34.86256  32.45139  2.083000     6.416   -0.9862    0.0103     98.63   5914.04  2222222111111
    1439.0   3.30190   3.30240  34.86330  32.45154  34.86238  32.45121  2.083000     6.416   -1.0129    0.0103     98.63   5914.08  2222222111111
    1438.9   3.30190   3.30220  34.86303  32.45129  34.86282  32.45138  2.083000     6.416   -0.9862    0.0103     98.63   5914.12  2222222111111
    1438.9   3.30240   3.30210  34.86239  32.45118  34.86309  32.45150  2.083000     6.415   -0.9862    0.0102     98.63   5914.17  2222222111111
    1438.8   3.30220   3.30230  34.86285  32.45136  34.86313  32.45169  2.083000     6.415   -0.9862    0.0102     98.63   5914.21  2222222111111
    1438.8   3.30190   3.30210  34.86311  32.45129  34.86244  32.45091  2.083000     6.415   -1.0129    0.0102     98.63   5914.25  2222222111111
    1438.7   3.30220   3.30180  34.86245  32.45099  34.86313  32.45120  2.083000     6.415   -1.0129    0.0101     98.63   5914.29  2222222111111
    1438.7   3.30180   3.30210  34.86274  32.45085  34.86271  32.45109  2.084200     6.420   -1.0129    0.0101     98.63   5914.33  2222222111111
    1438.6   3.30190   3.30210  34.86266  32.45085  34.86216  32.45061  2.084200     6.420   -1.0129    0.0100     98.63   5914.38  2222222111111
    1438.6   3.30210   3.30200  34.86249  32.45086  34.86286  32.45109  2.084200     6.420   -1.0129    0.0100     98.63   5914.42  2222222111111
    1438.5   3.30210   3.30200  34.86229  32.45067  34.86268  32.45091  2.083000     6.415   -1.0129    0.0100     98.63   5914.46  2222222111111
    1438.5   3.30180   3.30190  34.86277  32.45079  34.86302  32.45109  2.084200     6.420   -1.0129    0.0100     98.63   5914.50  2222222111111
    1438.4   3.30190   3.30210  34.86255  32.45067  34.86227  32.45062  2.083000     6.415   -1.0129    0.0099     98.63   5914.54  2222222111111
    1438.4   3.30180   3.30200  34.86283  32.45079  34.86262  32.45079  2.083000     6.415   -1.0129    0.0099     98.63   5914.58  2222222111111
    1438.3   3.30190   3.30180  34.86253  32.45061  34.86264  32.45061  2.084200     6.420   -1.0129    0.0099     98.63   5914.62  2222222111111
    1438.3   3.30190   3.30170  34.86271  32.45074  34.86299  32.45079  2.083000     6.415   -1.0129    0.0099     98.63   5914.67  2222222111111
    1438.2   3.30190   3.30180  34.86266  32.45067  34.86234  32.45032  2.083000     6.415   -1.0129    0.0099     98.63   5914.71  2222222111111
    1438.1   3.30190   3.30200  34.86262  32.45061  34.86238  32.45050  2.084200     6.420   -1.0129    0.0099     98.63   5914.75  2222222111111
    1438.1   3.30180   3.30180  34.86222  32.45017  34.86276  32.45062  2.084200     6.420   -1.0129    0.0099     98.63   5914.79  2222222111111
    1438.0   3.30160   3.30180  34.86223  32.44998  34.86278  32.45062  2.084200     6.420   -1.0129    0.0099     98.63   5914.83  2222222111111
    1438.0   3.30150   3.30170  34.86236  32.44998  34.86277  32.45050  2.084200     6.420   -1.0129    0.0098     98.63   5914.88  2222222111111
    1437.9   3.30140   3.30170  34.86249  32.44997  34.86259  32.45032  2.084200     6.420   -1.0129    0.0098     98.63   5914.92  2222222111111
    1437.9   3.30160   3.30170  34.86232  32.44998  34.86248  32.45020  2.084200     6.420   -1.0129    0.0098     98.63   5914.96  2222222111111
    1437.8   3.30180   3.30130  34.86214  32.44999  34.86270  32.45001  2.084200     6.420   -1.0129    0.0098     98.63   5915.00  2222222111111
    1437.8   3.30140   3.30180  34.86258  32.44998  34.86243  32.45021  2.084200     6.420   -1.0129    0.0098     98.63   5915.04  2222222111111
    1437.7   3.30160   3.30150  34.86241  32.44998  34.86220  32.44972  2.084200     6.419   -1.0129    0.0098     98.63   5915.08  2222222111111
    1437.6   3.30140   3.30150  34.86264  32.44998  34.86280  32.45020  2.084200     6.419   -1.0129    0.0098     98.63   5915.12  2222222111111
    1437.6   3.30160   3.30150  34.86224  32.44980  34.86262  32.45002  2.084200     6.419   -1.0129    0.0098     98.63   5915.17  2222222111111
    1437.5   3.30160   3.30170  34.86235  32.44986  34.86266  32.45021  2.084200     6.419   -1.0129    0.0098     98.63   5915.21  2222222111111
    1437.5   3.30140   3.30140  34.86266  32.44992  34.86278  32.45002  2.084200     6.419   -1.0129    0.0098     98.63   5915.25  2222222111111
    1437.4   3.30180   3.30170  34.86213  32.44981  34.86243  32.44997  2.084200     6.419   -1.0129    0.0098     98.63   5915.29  2222222111111
    1437.3   3.30120   3.30130  34.86285  32.44985  34.86259  32.44972  2.084200     6.419   -1.0129    0.0098     98.63   5915.33  2222222111111
    1437.3   3.30160   3.30170  34.86240  32.44980  34.86292  32.45033  2.084200     6.419   -1.0129    0.0098     98.63   5915.38  2222222111111
    1437.2   3.30160   3.30150  34.86250  32.44987  34.86238  32.44967  2.084200     6.419   -1.0129    0.0098     98.63   5915.42  2222222111111
    1437.2   3.30140   3.30150  34.86266  32.44980  34.86248  32.44973  2.084200     6.419   -1.0129    0.0098     98.63   5915.46  2222222111111
    1437.1   3.30160   3.30130  34.86234  32.44968  34.86300  32.44997  2.084200     6.419   -1.0129    0.0098     98.63   5915.50  2222222111111
    1437.1   3.30120   3.30150  34.86278  32.44967  34.86254  32.44974  2.084200     6.419   -1.0129    0.0098     98.63   5915.54  2222222111111
    1437.0   3.30150   3.30110  34.86227  32.44949  34.86326  32.44996  2.084200     6.419   -1.0129    0.0098     98.63   5915.58  2222222111111
    1436.9   3.30140   3.30120  34.86233  32.44943  34.86291  32.44973  2.084200     6.419   -1.0129    0.0098     98.63   5915.62  2222222111111
    1436.9   3.30140   3.30150  34.86259  32.44962  34.86256  32.44968  2.084200     6.419   -1.0129    0.0098     98.63   5915.67  2222222111111
    1436.8   3.30150   3.30150  34.86236  32.44949  34.86266  32.44974  2.084200     6.419   -1.0129    0.0098     98.63   5915.71  2222222111111
    1436.8   3.30120   3.30150  34.86263  32.44942  34.86226  32.44938  2.084200     6.419   -1.0129    0.0098     98.63   5915.75  2222222111111
    1436.7   3.30150   3.30150  34.86250  32.44956  34.86272  32.44974  2.084200     6.419   -1.0129    0.0098     98.63   5915.79  2222222111111
    1436.7   3.30120   3.30170  34.86276  32.44949  34.86219  32.44945  2.084200     6.419   -1.0129    0.0098     98.63   5915.83  2222222111111
    1436.6   3.30140   3.30130  34.86229  32.44924  34.86291  32.44968  2.084200     6.419   -1.0129    0.0098     98.63   5915.88  2222222111111
    1436.5   3.30150   3.30170  34.86229  32.44931  34.86225  32.44945  2.084200     6.418   -1.0129    0.0098     98.63   5915.92  2222222111111
    1436.5   3.30140   3.30150  34.86235  32.44925  34.86277  32.44969  2.084200     6.418   -1.0129    0.0098     98.63   5915.96  2222222111111
    1436.4   3.30150   3.30150  34.86235  32.44931  34.86251  32.44945  2.084200     6.418   -1.0129    0.0098     98.63   5916.00  2222222111111
    1436.4   3.30140   3.30150  34.86240  32.44925  34.86282  32.44969  2.084200     6.418   -1.0129    0.0098     98.63   5916.04  2222222111111
    1436.3   3.30120   3.30150  34.86249  32.44912  34.86221  32.44915  2.084200     6.418   -1.0129    0.0098     98.63   5916.08  2222222111111
    1436.3   3.30130   3.30150  34.86241  32.44912  34.86324  32.44999  2.084200     6.418   -1.0129    0.0098     98.63   5916.12  2222222111111
    1436.2   3.30120   3.30170  34.86254  32.44912  34.86206  32.44916  2.084200     6.418   -1.0129    0.0098     98.63   5916.17  2222222111111
    1436.2   3.30150   3.30150  34.86226  32.44913  34.86329  32.44999  2.084200     6.418   -1.0129    0.0098     98.63   5916.21  2222222111111
    1436.1   3.30160   3.30170  34.86219  32.44913  34.86248  32.44946  2.084200     6.418   -1.0129    0.0098     98.63   5916.25  2222222111111
    1436.0   3.30140   3.30170  34.86242  32.44913  34.86279  32.44970  2.084200     6.418   -1.0129    0.0098     98.63   5916.29  2222222111111
    1436.0   3.30160   3.30170  34.86224  32.44913  34.86253  32.44946  2.084200     6.418   -1.0129    0.0098     98.63   5916.33  2222222111111
    1435.9   3.30160   3.30170  34.86227  32.44913  34.86291  32.44976  2.084200     6.418   -1.0129    0.0098     98.63   5916.38  2222222111111
    1435.9   3.30160   3.30170  34.86252  32.44932  34.86287  32.44970  2.084200     6.418   -1.0129    0.0098     98.63   5916.42  2222222111111
    1435.8   3.30180   3.30150  34.86249  32.44946  34.86281  32.44946  2.084200     6.418   -1.0129    0.0098     98.63   5916.46  2222222111111
    1435.8   3.30160   3.30170  34.86220  32.44901  34.86292  32.44970  2.084200     6.418   -1.0129    0.0098     98.63   5916.50  2222222111111
    1435.7   3.30160   3.30170  34.86252  32.44926  34.86266  32.44947  2.084200     6.418   -1.0129    0.0098     98.63   5916.54  2222222111111
    1435.7   3.30140   3.30150  34.86275  32.44926  34.86353  32.45000  2.084200     6.418   -1.0129    0.0098     98.63   5916.58  2222222111111
    1435.7   3.30160   3.30170  34.86265  32.44933  34.86271  32.44947  2.084200     6.418   -1.0129    0.0098     98.63   5916.62  2222222111111
    1435.6   3.30140   3.30170  34.86280  32.44926  34.86266  32.44941  2.084200     6.418   -1.0129    0.0098     98.63   5916.67  2222222111111
    1435.6   3.30130   3.30170  34.86300  32.44932  34.86240  32.44917  2.084200     6.418   -1.0129    0.0098     98.63   5916.71  2222222111111
    1435.5   3.30140   3.30170  34.86255  32.44901  34.86271  32.44941  2.084200     6.418   -1.0129    0.0098     98.63   5916.75  2222222111111
    1435.5   3.30140   3.30150  34.86257  32.44901  34.86301  32.44947  2.084200     6.418   -1.0129    0.0098     98.63   5916.79  2222222111111
    1435.4   3.30160   3.30150  34.86231  32.44896  34.86196  32.44857  2.084200     6.418   -1.0129    0.0098     98.63   5916.83  2222222111111
    1435.4   3.30120   3.30170  34.86282  32.44901  34.86277  32.44941  2.084200     6.418   -1.0129    0.0098     98.63   5916.88  2222222111111
    1435.4   3.30130   3.30170  34.86266  32.44895  34.86251  32.44918  2.084200     6.418   -1.0129    0.0099     98.63   5916.92  2222222111111
    1435.3   3.30140   3.30150  34.86243  32.44883  34.86302  32.44941  2.084200     6.417   -1.0129    0.0099     98.63   5916.96  2222222111111
    1435.3   3.30140   3.30170  34.86268  32.44902  34.86291  32.44948  2.084200     6.417   -1.0129    0.0099     98.63   5917.00  2222222111111
    1435.2   3.30150   3.30170  34.86244  32.44889  34.86286  32.44942  2.084200     6.417   -1.0129    0.0099     98.63   5917.04  2222222111111
    1435.2   3.30140   3.30130  34.86272  32.44902  34.86300  32.44917  2.085500     6.423   -1.0129    0.0099     98.63   5917.08  2222222111111
    1435.2   3.30150   3.30150  34.86256  32.44896  34.86346  32.44971  2.085500     6.423   -1.0129    0.0099     98.63   5917.12  2222222111111
    1435.1   3.30160   3.30170  34.86232  32.44884  34.86263  32.44918  2.085500     6.423   -1.0129    0.0099     98.63   5917.17  2222222111111
    1435.1   3.30140   3.30150  34.86254  32.44883  34.86278  32.44912  2.085500     6.423   -0.9862    0.0099     98.63   5917.21  2222222111111
    1435.1   3.30130   3.30130  34.86266  32.44883  34.86272  32.44888  2.085500     6.423   -1.0129    0.0099     98.63   5917.25  2222222111111
    1435.0   3.30140   3.30170  34.86258  32.44883  34.86296  32.44942  2.085500     6.423   -1.0129    0.0100     98.63   5917.29  2222222111111
    1435.0   3.30130   3.30170  34.86270  32.44883  34.86234  32.44889  2.085500     6.423   -1.0129    0.0100     98.63   5917.33  2222222111111
    1435.0   3.30160   3.30170  34.86240  32.44884  34.86271  32.44919  2.085500     6.422   -0.9862    0.0100     98.63   5917.38  2222222111111
    1435.0   3.30120   3.30180  34.86238  32.44845  34.86255  32.44913  2.085500     6.423   -1.0129    0.0100     98.63   5917.42  2222222111111
    1434.9   3.30130   3.30150  34.86229  32.44846  34.86294  32.44918  2.084200     6.417   -1.0129    0.0100     98.63   5917.46  2222222111111
    1434.9   3.30140   3.30140  34.86257  32.44878  34.86299  32.44912  2.084200     6.417   -1.0129    0.0099     98.63   5917.50  2222222111111
    1434.9   3.30150   3.30150  34.86233  32.44865  34.86261  32.44889  2.084200     6.417   -1.0129    0.0099     98.63   5917.54  2222222111111
    1434.9   3.30140   3.30180  34.86252  32.44871  34.86260  32.44913  2.084200     6.417   -1.0129    0.0099     98.63   5917.58  2222222111111
    1434.8   3.30120   3.30150  34.86267  32.44865  34.86299  32.44919  2.084200     6.417   -1.0129    0.0099     98.63   5917.62  2222222111111
    1434.8   3.30130   3.30150  34.86295  32.44897  34.86258  32.44883  2.084200     6.417   -1.0129    0.0100     98.63   5917.67  2222222111111
    1434.8   3.30140   3.30110  34.86286  32.44897  34.86272  32.44858  2.085500     6.422   -1.0129    0.0100     98.63   5917.71  2222222111111
    1434.8   3.30180   3.30150  34.86186  32.44848  34.86296  32.44913  2.085500     6.422   -1.0129    0.0100     98.63   5917.75  2222222111111
    1434.8   3.30120   3.30110  34.86271  32.44865  34.86309  32.44888  2.085500     6.422   -1.0129    0.0100     98.63   5917.79  2222222111111
    1434.7   3.30140   3.30150  34.86274  32.44885  34.86305  32.44919  2.084200     6.417   -1.0129    0.0100     98.63   5917.83  2222222111111
