      Pres    T90(1)    T90(2)    Sal(1)   Cond(1)    Sal(2)   Cond(2)   OxCur        OXYG     Trans      Flur Altimeter      Time       wocecode
    2842.5   1.40950   1.41130  34.89131  31.37261  34.89184  31.37460  1.749700     6.419   -0.9862    0.0112     20.51   3098.79  2222222111111
    2842.5   1.40940   1.41100  34.89181  31.37291  34.89231  31.37471  1.750900     6.425   -0.9862    0.0113     20.49   3098.83  2222222111111
    2842.4   1.40920   1.41130  34.89203  31.37291  34.89186  31.37460  1.749700     6.419   -0.9862    0.0113     20.49   3098.88  2222222111111
    2842.4   1.40940   1.41120  34.89214  31.37316  34.89248  31.37501  1.749700     6.419   -0.9862    0.0114     20.59   3098.92  2222222111111
    2842.4   1.40950   1.41120  34.89150  31.37273  34.89162  31.37430  1.749700     6.419   -0.9862    0.0114     20.63   3098.96  2222222111111
    2842.4   1.40950   1.41130  34.89151  31.37273  34.89203  31.37472  1.750900     6.425   -0.9862    0.0115     20.63   3099.00  2222222111111
    2842.4   1.40970   1.41160  34.89169  31.37305  34.89158  31.37461  1.749700     6.419   -0.9594    0.0115     20.63   3099.04  2222222111111
    2842.4   1.40970   1.41160  34.89147  31.37286  34.89107  31.37419  1.749700     6.419   -0.9594    0.0116     20.63   3099.08  2222222111111
    2842.3   1.40950   1.41160  34.89183  31.37298  34.89159  31.37461  1.749700     6.419   -0.9594    0.0116     20.73   3099.12  2222222111111
    2842.3   1.40950   1.41180  34.89153  31.37273  34.89153  31.37473  1.749700     6.419   -0.9594    0.0117     20.76   3099.17  2222222111111
    2842.3   1.40940   1.41130  34.89179  31.37285  34.89227  31.37489  1.749700     6.419   -0.9594    0.0117     20.76   3099.21  2222222111111
    2842.3   1.40950   1.41130  34.89192  31.37304  34.89242  31.37501  1.749700     6.419   -0.9594    0.0117     20.76   3099.25  2222222111111
    2842.3   1.40950   1.41100  34.89177  31.37292  34.89223  31.37459  1.750900     6.425   -0.9594    0.0117     20.78   3099.29  2222222111111
    2842.3   1.40950   1.41070  34.89170  31.37285  34.89269  31.37470  1.750900     6.425   -0.9594    0.0117     20.83   3099.33  2222222111111
    2842.3   1.40970   1.41100  34.89157  31.37292  34.89187  31.37430  1.750900     6.425   -0.9594    0.0117     20.85   3099.38  2222222111111
    2842.3   1.40970   1.41100  34.89172  31.37305  34.89151  31.37400  1.749700     6.418   -0.9862    0.0117     20.85   3099.42  2222222111111
    2842.3   1.40940   1.41080  34.89188  31.37291  34.89223  31.37441  1.749700     6.419   -0.9862    0.0117     20.85   3099.46  2222222111111
    2842.3   1.40920   1.41110  34.89179  31.37266  34.89177  31.37430  1.749700     6.419   -0.9594    0.0117     20.90   3099.50  2222222111111
    2842.3   1.40910   1.41100  34.89212  31.37284  34.89202  31.37441  1.749700     6.419   -0.9594    0.0117     20.95   3099.54  2222222111111
    2842.3   1.40950   1.41080  34.89178  31.37292  34.89208  31.37429  1.749700     6.419   -0.9594    0.0116     20.95   3099.58  2222222111111
    2842.3   1.40920   1.41100  34.89178  31.37266  34.89172  31.37418  1.749700     6.419   -0.9862    0.0116     20.95   3099.62  2222222111111
    2842.3   1.40900   1.41080  34.89207  31.37272  34.89171  31.37400  1.749700     6.419   -0.9594    0.0116     20.95   3099.67  2222222111111
    2842.3   1.40900   1.41120  34.89184  31.37253  34.89180  31.37442  1.749700     6.419   -0.9594    0.0116     20.98   3099.71  2222222111111
    2842.3   1.40900   1.41100  34.89152  31.37228  34.89186  31.37430  1.749700     6.419   -0.9862    0.0115     21.03   3099.75  2222222111111
    2842.3   1.40900   1.41080  34.89198  31.37266  34.89222  31.37441  1.749700     6.419   -0.9862    0.0115     21.03   3099.79  2222222111111
    2842.3   1.40920   1.41080  34.89223  31.37303  34.89207  31.37429  1.749700     6.419   -0.9862    0.0115     21.03   3099.83  2222222111111
    2842.3   1.40940   1.41080  34.89179  31.37285  34.89192  31.37417  1.749700     6.419   -0.9594    0.0115     21.03   3099.88  2222222111111
    2842.4   1.40890   1.41070  34.89223  31.37278  34.89180  31.37399  1.749700     6.419   -0.9594    0.0114     21.05   3099.92  2222222111111
    2842.4   1.40900   1.41060  34.89197  31.37266  34.89241  31.37440  1.749700     6.419   -0.9594    0.0114     21.05   3099.96  2222222111111
    2842.4   1.40940   1.41100  34.89185  31.37292  34.89147  31.37400  1.749700     6.419   -0.9862    0.0114     21.05   3100.00  2222222111111
    2842.4   1.40950   1.41080  34.89236  31.37342  34.89219  31.37441  1.749700     6.419   -0.9862    0.0113     21.05   3100.04  2222222111111
    2842.4   1.41000   1.41070  34.89191  31.37349  34.89214  31.37429  1.749700     6.418   -0.9862    0.0113     21.05   3100.08  2222222111111
    2842.4   1.40970   1.41030  34.89167  31.37305  34.89270  31.37440  1.749700     6.419   -0.9862    0.0112     21.07   3100.12  2222222111111
    2842.4   1.40940   1.41020  34.89221  31.37323  34.89265  31.37428  1.749700     6.419   -0.9862    0.0112     21.07   3100.17  2222222111111
    2842.4   1.40970   1.41000  34.89174  31.37311  34.89234  31.37386  1.749700     6.419   -0.9862    0.0112     21.07   3100.21  2222222111111
    2842.5   1.40970   1.41030  34.89165  31.37305  34.89180  31.37369  1.749700     6.419   -0.9862    0.0112     21.07   3100.25  2222222111111
    2842.5   1.40970   1.41050  34.89149  31.37292  34.89180  31.37387  1.749700     6.419   -0.9862    0.0111     21.07   3100.29  2222222111111
    2842.5   1.40940   1.41080  34.89195  31.37304  34.89126  31.37370  1.749700     6.419   -0.9862    0.0111     21.07   3100.33  2222222111111
    2842.5   1.40920   1.41030  34.89215  31.37304  34.89236  31.37416  1.749700     6.419   -0.9862    0.0111     21.07   3100.38  2222222111111
    2842.5   1.40940   1.41050  34.89178  31.37292  34.89229  31.37429  1.749700     6.419   -0.9862    0.0111     21.07   3100.42  2222222111111
    2842.6   1.40920   1.40990  34.89167  31.37266  34.89240  31.37386  1.749700     6.419   -0.9862    0.0111     21.07   3100.46  2222222111111
    2842.6   1.40890   1.40990  34.89205  31.37272  34.89253  31.37398  1.749700     6.419   -0.9862    0.0111     21.07   3100.50  2222222111111
    2842.6   1.40920   1.40970  34.89180  31.37279  34.89222  31.37356  1.749700     6.419   -0.9862    0.0111     21.05   3100.54  2222222111111
    2842.6   1.40920   1.40990  34.89156  31.37260  34.89215  31.37368  1.749700     6.419   -0.9862    0.0111     21.05   3100.58  2222222111111
    2842.6   1.40920   1.41000  34.89194  31.37291  34.89225  31.37386  1.749700     6.419   -0.9862    0.0110     21.05   3100.62  2222222111111
    2842.7   1.40920   1.41030  34.89216  31.37310  34.89134  31.37340  1.749700     6.419   -0.9862    0.0110     21.05   3100.67  2222222111111
    2842.7   1.40900   1.41020  34.89174  31.37260  34.89239  31.37416  1.749700     6.419   -0.9862    0.0110     21.03   3100.71  2222222111111
    2842.7   1.40830   1.41000  34.89184  31.37208  34.89273  31.37428  1.749700     6.419   -0.9862    0.0110     21.00   3100.75  2222222111111
    2842.7   1.40830   1.41000  34.89145  31.37177  34.89148  31.37327  1.749700     6.419   -0.9862    0.0110     21.00   3100.79  2222222111111
    2842.8   1.40800   1.41020  34.89160  31.37164  34.89177  31.37369  1.749700     6.419   -0.9862    0.0110     21.00   3100.83  2222222111111
    2842.8   1.40780   1.40970  34.89195  31.37176  34.89250  31.37386  1.749700     6.419   -0.9862    0.0110     21.00   3100.88  2222222111111
    2842.8   1.40780   1.40950  34.89186  31.37170  34.89211  31.37338  1.749700     6.419   -0.9862    0.0110     20.95   3100.92  2222222111111
    2842.8   1.40800   1.40940  34.89202  31.37201  34.89206  31.37326  1.749700     6.419   -0.9862    0.0110     20.93   3100.96  2222222111111
    2842.9   1.40810   1.40950  34.89191  31.37202  34.89245  31.37368  1.749700     6.419   -0.9862    0.0110     20.93   3101.00  2222222111111
    2842.9   1.40830   1.40930  34.89199  31.37227  34.89178  31.37296  1.749700     6.419   -0.9862    0.0110     20.93   3101.04  2222222111111
    2842.9   1.40810   1.40910  34.89242  31.37245  34.89212  31.37308 -0.000000    -0.000   -0.9862    0.0110     20.93   3101.08  2222222411111
    2842.9   1.40830   1.40860  34.89205  31.37233  34.89226  31.37277  1.749700     6.419   -0.9862    0.0110     20.88   3101.12  2222222111111
    2843.0   1.40840   1.40880  34.89154  31.37202  34.89190  31.37266  1.749700     6.419   -0.9862    0.0110     20.85   3101.17  2222222111111
    2843.0   1.40840   1.40890  34.89184  31.37227  34.89193  31.37278  1.749700     6.419   -0.9862    0.0110     20.85   3101.21  2222222111111
    2843.0   1.40830   1.40930  34.89170  31.37208  34.89171  31.37297 -0.000000    -0.000   -0.9862    0.0110     20.85   3101.25  2222222411111
    2843.1   1.40830   1.40930  34.89153  31.37196  34.89148  31.37279  1.749700     6.419   -0.9862    0.0110     20.85   3101.29  2222222111111
    2843.1   1.40830   1.40920  34.89160  31.37202  34.89216  31.37326 -0.000000    -0.000   -0.9862    0.0110     20.78   3101.33  2222222411111
    2843.1   1.40810   1.40930  34.89179  31.37202  34.89146  31.37279  1.749700     6.419   -0.9862    0.0110     20.76   3101.38  2222222111111
    2843.1   1.40800   1.40930  34.89181  31.37195  34.89166  31.37297  1.749700     6.420   -0.9862    0.0110     20.76   3101.42  2222222111111
    2843.2   1.40800   1.40860  34.89179  31.37195  34.89253  31.37307  1.749700     6.420   -0.9862    0.0110     20.76   3101.46  2222222111111
    2843.2   1.40780   1.40860  34.89191  31.37189  34.89237  31.37295  1.749700     6.420   -0.9862    0.0110     20.73   3101.50  2222222111111
    2843.2   1.40800   1.40850  34.89169  31.37189  34.89188  31.37248  1.749700     6.420   -0.9862    0.0110     20.68   3101.54  2222222111111
    2843.3   1.40760   1.40860  34.89194  31.37176  34.89198  31.37266  1.749700     6.420   -0.9862    0.0110     20.66   3101.58  2222222111111
    2843.3   1.40760   1.40880  34.89178  31.37163  34.89154  31.37249  1.749700     6.420   -0.9862    0.0110     20.66   3101.62  2222222111111
    2843.3   1.40760   1.40880  34.89192  31.37176  34.89175  31.37266  1.749700     6.420   -0.9862    0.0110     20.66   3101.67  2222222111111
    2843.3   1.40770   1.40860  34.89172  31.37170  34.89172  31.37248  1.749700     6.420   -0.9862    0.0110     20.63   3101.71  2222222111111
    2843.4   1.40780   1.40830  34.89107  31.37127  34.89188  31.37236  1.749700     6.420   -0.9862    0.0110     20.56   3101.75  2222222111111
    2843.4   1.40730   1.40830  34.89158  31.37125  34.89165  31.37218  1.749700     6.420   -0.9862    0.0110     20.56   3101.79  2222222111111
    2843.4   1.40730   1.40800  34.89180  31.37144  34.89217  31.37235  1.749700     6.420   -0.9862    0.0110     20.56   3101.83  2222222111111
    2843.4   1.40710   1.40770  34.89191  31.37137  34.89225  31.37217  1.749700     6.420   -0.9862    0.0110     20.56   3101.88  2222222111111
    2843.5   1.40710   1.40770  34.89159  31.37113  34.89209  31.37205  1.749700     6.420   -0.9862    0.0110     20.51   3101.92  2222222111111
    2843.5   1.40730   1.40750  34.89176  31.37144  34.89178  31.37163  1.749700     6.420   -0.9862    0.0110     20.46   3101.96  2222222111111
    2843.5   1.40760   1.40770  34.89182  31.37176  34.89134  31.37146 -0.000000    -0.000   -0.9862    0.0110     20.46   3102.00  2222222411111
    2843.6   1.40800   1.40770  34.89177  31.37208  34.89118  31.37134  1.749700     6.420   -0.9862    0.0110     20.46   3102.04  2222222111111
    2843.6   1.40830   1.40800  34.89183  31.37240  34.89173  31.37206  1.749700     6.420   -0.9862    0.0110     20.46   3102.08  2222222111111
    2843.6   1.40800   1.40750  34.89205  31.37233  34.89239  31.37216  1.749700     6.420   -0.9862    0.0110     20.39   3102.12  2222222111111
    2843.6   1.40810   1.40770  34.89171  31.37215  34.89165  31.37176  1.749700     6.420   -0.9862    0.0110     20.34   3102.17  2222222111111
    2843.7   1.40760   1.40810  34.89175  31.37176  34.89108  31.37165  1.749700     6.420   -0.9862    0.0110     20.34   3102.21  2222222111111
    2843.7   1.40730   1.40800  34.89167  31.37145  34.89168  31.37206  1.749700     6.420   -0.9862    0.0110     20.34   3102.25  2222222111111
    2843.7   1.40750   1.40770  34.89183  31.37176  34.89213  31.37217  1.749700     6.420   -0.9862    0.0110     20.34   3102.29  2222222111111
    2843.8   1.40750   1.40720  34.89198  31.37189  34.89235  31.37192  1.749700     6.420   -0.9862    0.0110     20.24   3102.33  2222222111111
    2843.8   1.40750   1.40720  34.89173  31.37170  34.89175  31.37145  1.749700     6.420   -0.9862    0.0110     20.22   3102.38  2222222111111
    2843.8   1.40750   1.40710  34.89141  31.37145  34.89206  31.37163  1.749700     6.420   -0.9862    0.0110     20.22   3102.42  2222222111111
    2843.8   1.40730   1.40720  34.89169  31.37151  34.89173  31.37146  1.749700     6.420   -0.9862    0.0110     20.22   3102.46  2222222111111
    2843.9   1.40730   1.40720  34.89175  31.37157  34.89157  31.37134  1.749700     6.420   -0.9862    0.0110     20.20   3102.50  2222222111111
    2843.9   1.40710   1.40710  34.89172  31.37138  34.89152  31.37122  1.749700     6.420   -0.9862    0.0110     20.12   3102.54  2222222111111
    2843.9   1.40710   1.40710  34.89163  31.37132  34.89238  31.37193  1.749700     6.420   -0.9862    0.0110     20.10   3102.58  2222222111111
    2843.9   1.40700   1.40710  34.89196  31.37150  34.89179  31.37145  1.749700     6.420   -0.9862    0.0110     20.10   3102.62  2222222111111
    2844.0   1.40710   1.40730  34.89161  31.37132  34.89179  31.37164  1.749700     6.420   -0.9862    0.0110     20.10   3102.67  2222222111111
    2844.0   1.40700   1.40730  34.89162  31.37125  34.89156  31.37146 -0.000000    -0.000   -0.9862    0.0110     20.05   3102.71  2222222411111
    2844.0   1.40700   1.40710  34.89146  31.37113  34.89161  31.37134 -0.000000    -0.000   -0.9862    0.0110     20.00   3102.75  2222222411111
    2844.0   1.40700   1.40730  34.89137  31.37107  34.89153  31.37146 -0.000000    -0.000   -0.9862    0.0110     19.98   3102.79  2222222411111
    2844.1   1.40700   1.40730  34.89174  31.37138  34.89174  31.37164  1.749700     6.420   -0.9862    0.0110     19.98   3102.83  2222222111111
    2844.1   1.40700   1.40750  34.89150  31.37119  34.89167  31.37176  1.749700     6.420   -0.0000   -0.0000     19.98   3102.88  2222222114111
    2844.1   1.40690   1.40730  34.89167  31.37125  34.89172  31.37164  1.749700     6.421   -0.0000   -0.0000     19.93   3102.92  2222222114111
    2844.1   1.40670   1.40730  34.89148  31.37094  34.89149  31.37147  1.749700     6.421   -0.0000   -0.0000     19.88   3102.96  2222222114111
    2844.2   1.40690   1.40730  34.89119  31.37088  34.89170  31.37164  1.749700     6.421   -0.0000   -0.0000     19.85   3103.00  2222222114111
    2844.2   1.40670   1.40730  34.89131  31.37082  34.89183  31.37176  1.749700     6.421   -0.0000   -0.0000     19.85   3103.04  2222222114111
    2844.2   1.40650   1.40750  34.89189  31.37112  34.89183  31.37194  1.749700     6.421   -0.0000   -0.0000     19.85   3103.08  2222222114111
    2844.2   1.40670   1.40730  34.89144  31.37094  34.89145  31.37147  1.749700     6.421   -0.0000   -0.0000     19.78   3103.12  2222222114111
    2844.2   1.40640   1.40730  34.89144  31.37068  34.89129  31.37135  1.749700     6.421   -0.0000   -0.0000     19.73   3103.17  2222222114111
    2844.3   1.40650   1.40720  34.89132  31.37069  34.89190  31.37176  1.749700     6.421   -0.0000   -0.0000     19.73   3103.21  2222222114111
    2844.3   1.40650   1.40720  34.89139  31.37075  34.89174  31.37164  1.749700     6.421   -0.0000   -0.0000     19.76   3103.25  2222222114111
    2844.3   1.40650   1.40730  34.89184  31.37112  34.89141  31.37147  1.749700     6.421   -0.0000   -0.0000     19.73   3103.29  2222222114111
    2844.3   1.40650   1.40720  34.89176  31.37106  34.89172  31.37164  1.749700     6.421   -0.9862    0.0110     19.66   3103.33  2222222111111
    2844.4   1.40640   1.40730  34.89178  31.37100  34.89176  31.37177  1.749700     6.421   -0.0000   -0.0000     19.66   3103.38  2222222114111
    2844.4   1.40650   1.40720  34.89120  31.37063  34.89171  31.37164  1.749700     6.421   -0.0000   -0.0000     19.66   3103.42  2222222114111
    2844.4   1.40640   1.40720  34.89130  31.37063  34.89133  31.37135  1.749700     6.421   -0.9862    0.0110     19.66   3103.46  2222222111111
    2844.4   1.40620   1.40730  34.89157  31.37068  34.89210  31.37206  1.749700     6.421   -0.9862    0.0110     19.61   3103.50  2222222111111
    2844.4   1.40620   1.40720  34.89133  31.37050  34.89168  31.37165  1.749700     6.421   -0.9862    0.0110     19.54   3103.54  2222222111111
    2844.5   1.40620   1.40720  34.89148  31.37062  34.89182  31.37177  1.749700     6.421   -0.9862    0.0110     19.54   3103.58  2222222111111
    2844.5   1.40640   1.40720  34.89141  31.37075  34.89203  31.37194  1.749700     6.421   -0.9862    0.0110     19.54   3103.62  2222222111111
    2844.5   1.40620   1.40730  34.89123  31.37044  34.89133  31.37147  1.749700     6.421   -0.9862    0.0110     19.54   3103.67  2222222111111
    2844.5   1.40590   1.40720  34.89131  31.37024  34.89201  31.37194  1.749700     6.421   -0.9862    0.0110     19.49   3103.71  2222222111111
    2844.5   1.40570   1.40720  34.89166  31.37036  34.89142  31.37147  1.749700     6.421   -0.9862    0.0110     19.44   3103.75  2222222111111
    2844.5   1.40590   1.40750  34.89152  31.37043  34.89132  31.37166  1.749700     6.421   -0.9862    0.0110     19.41   3103.79  2222222111111
    2844.6   1.40560   1.40730  34.89175  31.37036  34.89167  31.37177  1.749700     6.421   -0.9862    0.0110     19.41   3103.83  2222222111111
    2844.6   1.40560   1.40710  34.89159  31.37024  34.89172  31.37165  1.749700     6.421   -0.9862    0.0110     19.41   3103.88  2222222111111
    2844.6   1.40560   1.40690  34.89151  31.37018  34.89207  31.37176  1.749700     6.421   -0.9862    0.0110     19.39   3103.92  2222222111111
    2844.6   1.40560   1.40710  34.89173  31.37036  34.89098  31.37106  1.749700     6.421   -0.9862    0.0110     19.34   3103.96  2222222111111
    2844.6   1.40540   1.40670  34.89170  31.37017  34.89190  31.37146  1.749700     6.421   -0.9862    0.0110     19.34   3104.00  2222222111111
    2844.6   1.40560   1.40630  34.89118  31.36993  34.89217  31.37134  1.749700     6.421   -0.9862    0.0110     19.34   3104.04  2222222111111
    2844.7   1.40560   1.40640  34.89156  31.37024  34.89191  31.37122  1.749700     6.421   -0.9862    0.0110     19.34   3104.08  2222222111111
    2844.7   1.40540   1.40660  34.89176  31.37023  34.89111  31.37076  1.749700     6.421   -0.9862    0.0110     19.27   3104.12  2222222111111
    2844.7   1.40570   1.40670  34.89144  31.37024  34.89158  31.37123  1.749700     6.421   -0.9862    0.0110     19.24   3104.17  2222222111111
    2844.7   1.40540   1.40690  34.89144  31.36999  34.89152  31.37135  1.749700     6.421   -0.9862    0.0110     19.24   3104.21  2222222111111
    2844.7   1.40590   1.40690  34.89153  31.37050  34.89166  31.37147  1.749700     6.421   -0.9862    0.0110     19.24   3104.25  2222222111111
    2844.7   1.40640   1.40670  34.89177  31.37113  34.89208  31.37164  1.749700     6.421   -0.9862    0.0110     19.22   3104.29  2222222111111
    2844.7   1.40690   1.40660  34.89163  31.37146  34.89196  31.37147  1.749700     6.421   -0.9862    0.0110     19.17   3104.33  2222222111111
    2844.8   1.40700   1.40640  34.89144  31.37140  34.89238  31.37164  1.749700     6.421   -0.9862    0.0110     19.17   3104.38  2222222111111
    2844.8   1.40690   1.40640  34.89146  31.37133  34.89150  31.37093  1.749700     6.421   -0.9862    0.0110     19.17   3104.42  2222222111111
    2844.8   1.40700   1.40610  34.89112  31.37115  34.89195  31.37104  1.749700     6.421   -0.9862    0.0110     19.17   3104.46  2222222111111
    2844.8   1.40640   1.40630  34.89174  31.37114  34.89138  31.37075  1.749700     6.421   -0.9862    0.0110     19.15   3104.50  2222222111111
    2844.8   1.40600   1.40610  34.89154  31.37063  34.89180  31.37092  1.749700     6.421   -0.9862    0.0110     19.10   3104.54  2222222111111
    2844.8   1.40600   1.40640  34.89154  31.37063  34.89126  31.37076  1.749700     6.421   -0.9862    0.0110     19.10   3104.58  2222222111111
    2844.8   1.40600   1.40640  34.89192  31.37094  34.89148  31.37093  1.749700     6.421   -0.9862    0.0110     19.10   3104.62  2222222111111
    2844.8   1.40620   1.40640  34.89147  31.37076  34.89162  31.37105  1.749700     6.421   -0.9862    0.0110     19.10   3104.67  2222222111111
    2844.8   1.40640   1.40640  34.89118  31.37070  34.89147  31.37094  1.749700     6.421   -0.9862    0.0110     19.07   3104.71  2222222111111
    2844.8   1.40620   1.40630  34.89146  31.37076  34.89172  31.37105  1.749700     6.421   -0.9862    0.0110     19.02   3104.75  2222222111111
    2844.9   1.40590   1.40660  34.89131  31.37038  34.89125  31.37094  1.749700     6.421   -0.9862    0.0110     19.02   3104.79  2222222111111
    2844.9   1.40570   1.40640  34.89121  31.37013  34.89124  31.37076  1.749700     6.421   -0.9862    0.0110     19.02   3104.83  2222222111111
    2844.9   1.40540   1.40640  34.89152  31.37012  34.89109  31.37064  1.749700     6.421   -0.9862    0.0110     19.02   3104.88  2222222111111
    2844.9   1.40540   1.40610  34.89136  31.36999  34.89228  31.37134  1.749700     6.421   -0.9862    0.0110     18.97   3104.92  2222222111111
    2844.9   1.40510   1.40630  34.89175  31.37005  34.89119  31.37064  1.749700     6.422   -0.9862    0.0110     18.95   3104.96  2222222111111
    2844.9   1.40510   1.40590  34.89183  31.37011  34.89175  31.37075  1.749700     6.422   -0.9862    0.0110     18.95   3105.00  2222222111111
    2844.9   1.40540   1.40590  34.89128  31.36993  34.89160  31.37063  1.749700     6.422   -0.9862    0.0110     18.95   3105.04  2222222111111
    2844.9   1.40510   1.40640  34.89105  31.36949  34.89122  31.37076  1.749700     6.422   -0.9862    0.0110     18.95   3105.08  2222222111111
    2844.9   1.40540   1.40590  34.89127  31.36993  34.89160  31.37063  1.749700     6.422   -0.9862    0.0110     18.93   3105.12  2222222111111
    2844.9   1.40540   1.40610  34.89150  31.37012  34.89154  31.37076  1.749700     6.422   -0.9862    0.0110     18.90   3105.17  2222222111111
    2844.9   1.40530   1.40630  34.89137  31.36993  34.89154  31.37094  1.749700     6.422   -0.9862    0.0110     18.90   3105.21  2222222111111
    2844.9   1.40540   1.40610  34.89142  31.37006  34.89117  31.37046  1.749700     6.422   -0.9862    0.0110     18.90   3105.25  2222222111111
    2844.9   1.40540   1.40660  34.89157  31.37018  34.89123  31.37095  1.749700     6.422   -0.9862    0.0110     18.90   3105.29  2222222111111
    2844.9   1.40540   1.40660  34.89227  31.37075  34.89137  31.37107  1.749700     6.421   -0.9862    0.0110     18.85   3105.33  2222222111111
    2844.9   1.40560   1.40660  34.89213  31.37081  34.89049  31.37036  1.749700     6.421   -0.0000   -0.0000     18.85   3105.38  2222222114111
    2844.9   1.40570   1.40640  34.89172  31.37057  34.89231  31.37165  1.749700     6.421   -0.9862    0.0110     18.85   3105.42  2222222111111
    2844.9   1.40590   1.40660  34.89136  31.37045  34.89100  31.37077  1.749700     6.421   -0.0000   -0.0000     18.85   3105.46  2222222114111
    2844.9   1.40590   1.40640  34.89182  31.37082  34.89143  31.37094  1.749700     6.421   -0.9862    0.0110     18.85   3105.50  2222222111111
    2844.9   1.40600   1.40660  34.89171  31.37082  34.89173  31.37136  1.749700     6.421   -0.9862    0.0110     18.83   3105.54  2222222111111
    2844.9   1.40590   1.40640  34.89174  31.37076  34.89107  31.37065  1.749700     6.421   -0.9862    0.0110     18.83   3105.58  2222222111111
    2844.9   1.40600   1.40630  34.89187  31.37095  34.89132  31.37077  1.749700     6.421   -0.9862    0.0110     18.83   3105.62  2222222111111
    2844.9   1.40620   1.40640  34.89112  31.37052  34.89143  31.37095  1.749700     6.421   -0.9862    0.0110     18.83   3105.67  2222222111111
    2844.9   1.40590   1.40640  34.89128  31.37039  34.89158  31.37107  1.749700     6.421   -0.9862    0.0110     18.80   3105.71  2222222111111
    2844.9   1.40590   1.40670  34.89136  31.37045  34.89112  31.37096  1.749700     6.421   -0.9862    0.0110     18.78   3105.75  2222222111111
    2844.9   1.40570   1.40640  34.89180  31.37063  34.89085  31.37048  1.749700     6.421   -0.9862    0.0110     18.78   3105.79  2222222111111
    2844.9   1.40590   1.40690  34.89167  31.37070  34.89092  31.37096  1.749700     6.421   -0.9862    0.0110     18.78   3105.83  2222222111111
    2844.9   1.40620   1.40710  34.89113  31.37052  34.89085  31.37109  1.749700     6.421   -0.9862    0.0110     18.78   3105.88  2222222111111
    2844.9   1.40590   1.40720  34.89113  31.37027  34.89061  31.37097  1.749700     6.421   -0.9862    0.0110     18.78   3105.92  2222222111111
    2844.9   1.40590   1.40690  34.89106  31.37020  34.89216  31.37196  1.749700     6.421   -0.9862    0.0110     18.75   3105.96  2222222111111
    2844.9   1.40570   1.40750  34.89135  31.37026  34.89095  31.37151  1.749700     6.421   -0.9862    0.0110     18.75   3106.00  2222222111111
    2844.9   1.40560   1.40690  34.89146  31.37026  34.89217  31.37196  1.749700     6.421   -0.9862    0.0110     18.75   3106.04  2222222111111
    2844.9   1.40590   1.40670  34.89130  31.37039  34.89253  31.37208  1.749700     6.421   -0.0000   -0.0000     18.75   3106.08  2222222114111
    2844.9   1.40620   1.40660  34.89107  31.37046  34.89213  31.37166  1.749700     6.421   -0.9862    0.0110     18.75   3106.12  2222222111111
    2844.9   1.40620   1.40660  34.89200  31.37121  34.89162  31.37125  1.749700     6.421   -0.9862    0.0110     18.75   3106.17  2222222111111
    2844.9   1.40670   1.40660  34.89171  31.37141  34.89177  31.37137  1.749700     6.421   -0.9862    0.0110     18.75   3106.21  2222222111111
    2844.9   1.40690   1.40660  34.89143  31.37135  34.89163  31.37125  1.749700     6.421   -0.9862    0.0110     18.75   3106.25  2222222111111
    2844.9   1.40700   1.40690  34.89133  31.37135  34.89110  31.37108  1.749700     6.421   -0.9862    0.0110     18.75   3106.29  2222222111111
    2844.9   1.40710   1.40640  34.89138  31.37148  34.89214  31.37148  1.749700     6.421   -0.9862    0.0110     18.75   3106.33  2222222111111
    2844.9   1.40730   1.40640  34.89164  31.37186  34.89163  31.37107  1.749700     6.421   -0.9862    0.0110     18.75   3106.38  2222222111111
    2844.8   1.40750   1.40660  34.89136  31.37180  34.89128  31.37096  1.749700     6.421   -0.9862    0.0110     18.75   3106.42  2222222111111
    2844.8   1.40770   1.40670  34.89100  31.37168  34.89169  31.37137  1.749700     6.421   -0.9862    0.0110     18.75   3106.46  2222222111111
    2844.8   1.40730   1.40710  34.89212  31.37223  34.89128  31.37138  1.749700     6.421   -0.9862    0.0110     18.75   3106.50  2222222111111
    2844.8   1.40760   1.40720  34.89166  31.37212  34.89133  31.37151  1.749700     6.421   -0.9862    0.0110     18.75   3106.54  2222222111111
    2844.8   1.40830   1.40770  34.89078  31.37201  34.89030  31.37111  1.749700     6.421   -0.0000   -0.0000     18.75   3106.58  2222222114111
    2844.8   1.40780   1.40800  34.89154  31.37218  34.89124  31.37212  1.749700     6.421   -0.9862    0.0110     18.75   3106.62  2222222111111
    2844.8   1.40810   1.40810  34.89123  31.37219  34.89063  31.37171  1.749700     6.421   -0.9862    0.0110     18.75   3106.67  2222222111111
    2844.7   1.40800   1.40860  34.89135  31.37219  34.89063  31.37213  1.749700     6.421   -0.9862    0.0110     18.78   3106.71  2222222111111
    2844.7   1.40810   1.40850  34.89133  31.37225  34.89089  31.37225  1.749700     6.421   -0.9862    0.0110     18.78   3106.75  2222222111111
    2844.7   1.40860   1.40830  34.89081  31.37227  34.89132  31.37242  1.749700     6.421   -0.9862    0.0110     18.78   3106.79  2222222111111
    2844.7   1.40840   1.40850  34.89118  31.37238  34.89127  31.37254  1.749700     6.421   -0.9862    0.0110     18.78   3106.83  2222222111111
    2844.7   1.40840   1.40810  34.89112  31.37232  34.89155  31.37241  1.749700     6.421   -0.0000   -0.0000     18.78   3106.88  2222222114111
